peakID	Chr	Start	End	Strand	Length
9.90109899.90110229	9	90109899	90110229	.	331
9.90112117.90114266	9	90112117	90114266	.	2150
9.90116980.90118013	9	90116980	90118013	.	1034
9.90124644.90125386	9	90124644	90125386	.	743
9.90130536.90132169	9	90130536	90132169	.	1634
9.90133335.90134498	9	90133335	90134498	.	1164
9.90144643.90145251	9	90144643	90145251	.	609
9.90169483.90170487	9	90169483	90170487	.	1005
9.90215966.90216708	9	90215966	90216708	.	743
9.90222684.90223158	9	90222684	90223158	.	475
9.90228494.90229992	9	90228494	90229992	.	1499
9.90277736.90278216	9	90277736	90278216	.	481
9.90300449.90301620	9	90300449	90301620	.	1172
9.90326647.90327403	9	90326647	90327403	.	757
9.90328065.90328896	9	90328065	90328896	.	832
9.90337063.90338094	9	90337063	90338094	.	1032
9.90340326.90341775	9	90340326	90341775	.	1450
9.90400136.90400635	9	90400136	90400635	.	500
9.90407571.90408696	9	90407571	90408696	.	1126
9.90588788.90590008	9	90588788	90590008	.	1221
9.90668379.90669452	9	90668379	90669452	.	1074
9.90690914.90692362	9	90690914	90692362	.	1449
9.90707706.90708317	9	90707706	90708317	.	612
9.90937641.90938650	9	90937641	90938650	.	1010
9.91002120.91004357	9	91002120	91004357	.	2238
9.91136234.91136924	9	91136234	91136924	.	691
9.91148793.91150647	9	91148793	91150647	.	1855
9.91152309.91153422	9	91152309	91153422	.	1114
9.91193249.91193999	9	91193249	91193999	.	751
9.91362617.91363138	9	91362617	91363138	.	522
9.91391832.91393639	9	91391832	91393639	.	1808
9.91396514.91397589	9	91396514	91397589	.	1076
9.91538110.91539186	9	91538110	91539186	.	1077
9.91615697.91616509	9	91615697	91616509	.	813
9.91623535.91624331	9	91623535	91624331	.	797
9.91635758.91636534	9	91635758	91636534	.	777
9.91638602.91638962	9	91638602	91638962	.	361
9.91641496.91642221	9	91641496	91642221	.	726
9.91651314.91652241	9	91651314	91652241	.	928
9.91692416.91692844	9	91692416	91692844	.	429
9.91768556.91769008	9	91768556	91769008	.	453
9.91794536.91795596	9	91794536	91795596	.	1061
9.91897109.91898190	9	91897109	91898190	.	1082
9.91925175.91926736	9	91925175	91926736	.	1562
9.91932558.91934240	9	91932558	91934240	.	1683
9.91973862.91974229	9	91973862	91974229	.	368
9.91974483.91975673	9	91974483	91975673	.	1191
9.91987081.91991242	9	91987081	91991242	.	4162
9.92003027.92003813	9	92003027	92003813	.	787
9.92015003.92016160	9	92015003	92016160	.	1158
9.92020479.92021900	9	92020479	92021900	.	1422
9.92036995.92037733	9	92036995	92037733	.	739
9.92040114.92041868	9	92040114	92041868	.	1755
9.92055016.92058839	9	92055016	92058839	.	3824
9.92059909.92060838	9	92059909	92060838	.	930
9.92070324.92070684	9	92070324	92070684	.	361
9.92078842.92080325	9	92078842	92080325	.	1484
9.92092016.92093512	9	92092016	92093512	.	1497
9.92109186.92109605	9	92109186	92109605	.	420
9.92112833.92114752	9	92112833	92114752	.	1920
9.92136941.92137993	9	92136941	92137993	.	1053
9.92140602.92141273	9	92140602	92141273	.	672
9.92141881.92142644	9	92141881	92142644	.	764
9.92162984.92164398	9	92162984	92164398	.	1415
9.92170409.92171983	9	92170409	92171983	.	1575
9.92178956.92179966	9	92178956	92179966	.	1011
9.92194686.92195526	9	92194686	92195526	.	841
9.92207978.92209344	9	92207978	92209344	.	1367
9.92217960.92222159	9	92217960	92222159	.	4200
9.92254841.92256090	9	92254841	92256090	.	1250
9.92263485.92264600	9	92263485	92264600	.	1116
9.92269656.92270759	9	92269656	92270759	.	1104
9.92274793.92275761	9	92274793	92275761	.	969
9.92276146.92277515	9	92276146	92277515	.	1370
9.92277721.92278507	9	92277721	92278507	.	787
9.92315997.92317014	9	92315997	92317014	.	1018
9.92325459.92326305	9	92325459	92326305	.	847
9.92483065.92484024	9	92483065	92484024	.	960
9.92488045.92488580	9	92488045	92488580	.	536
9.92515763.92516978	9	92515763	92516978	.	1216
9.92516984.92517969	9	92516984	92517969	.	986
9.92681359.92682047	9	92681359	92682047	.	689
9.92755994.92757319	9	92755994	92757319	.	1326
9.92848214.92848724	9	92848214	92848724	.	511
9.92857698.92858422	9	92857698	92858422	.	725
9.92864539.92865168	9	92864539	92865168	.	630
9.92936176.92936495	9	92936176	92936495	.	320
9.92951474.92952015	9	92951474	92952015	.	542
9.92975123.92976053	9	92975123	92976053	.	931
9.93277884.93278093	9	93277884	93278093	.	210
9.93404844.93405647	9	93404844	93405647	.	804
9.93487117.93487650	9	93487117	93487650	.	534
9.93558165.93558958	9	93558165	93558958	.	794
9.93563331.93564892	9	93563331	93564892	.	1562
9.93570837.93571790	9	93570837	93571790	.	954
9.93577029.93578748	9	93577029	93578748	.	1720
9.93588468.93590131	9	93588468	93590131	.	1664
9.93604614.93606067	9	93604614	93606067	.	1454
9.93622897.93623554	9	93622897	93623554	.	658
9.93673232.93673894	9	93673232	93673894	.	663
9.93676940.93677776	9	93676940	93677776	.	837
9.93726444.93727479	9	93726444	93727479	.	1036
9.93799246.93800698	9	93799246	93800698	.	1453
9.93908673.93909518	9	93908673	93909518	.	846
9.93924635.93927688	9	93924635	93927688	.	3054
9.93953273.93953611	9	93953273	93953611	.	339
9.93954805.93956742	9	93954805	93956742	.	1938
9.93959596.93959915	9	93959596	93959915	.	320
9.93961937.93962434	9	93961937	93962434	.	498
9.94123332.94124666	9	94123332	94124666	.	1335
9.94168174.94168516	9	94168174	94168516	.	343
9.94173472.94173652	9	94173472	94173652	.	181
9.94182906.94184304	9	94182906	94184304	.	1399
9.94184963.94187569	9	94184963	94187569	.	2607
9.94265978.94266536	9	94265978	94266536	.	559
9.94443562.94444425	9	94443562	94444425	.	864
9.94473949.94474958	9	94473949	94474958	.	1010
9.94476597.94477319	9	94476597	94477319	.	723
9.94489659.94490020	9	94489659	94490020	.	362
9.94496576.94497104	9	94496576	94497104	.	529
9.94520595.94521125	9	94520595	94521125	.	531
9.94537042.94538186	9	94537042	94538186	.	1145
9.94606039.94607015	9	94606039	94607015	.	977
9.94658849.94659560	9	94658849	94659560	.	712
9.94660497.94663341	9	94660497	94663341	.	2845
9.94665572.94666118	9	94665572	94666118	.	547
9.94668310.94669227	9	94668310	94669227	.	918
9.94710859.94713154	9	94710859	94713154	.	2296
9.94741099.94741773	9	94741099	94741773	.	675
9.94757132.94757611	9	94757132	94757611	.	480
9.94860251.94860881	9	94860251	94860881	.	631
9.94877225.94878347	9	94877225	94878347	.	1123
9.94896089.94896980	9	94896089	94896980	.	892
9.94899850.94901209	9	94899850	94901209	.	1360
9.94908838.94910310	9	94908838	94910310	.	1473
9.94927627.94928169	9	94927627	94928169	.	543
9.94942798.94943989	9	94942798	94943989	.	1192
9.95055595.95057183	9	95055595	95057183	.	1589
9.95058287.95058562	9	95058287	95058562	.	276
9.95086700.95088843	9	95086700	95088843	.	2144
9.95168562.95169518	9	95168562	95169518	.	957
9.95248714.95248934	9	95248714	95248934	.	221
9.95264143.95264642	9	95264143	95264642	.	500
9.95352362.95353131	9	95352362	95353131	.	770
9.95396936.95397731	9	95396936	95397731	.	796
9.95431031.95433204	9	95431031	95433204	.	2174
9.95468748.95469259	9	95468748	95469259	.	512
9.95477540.95478484	9	95477540	95478484	.	945
9.95478728.95479568	9	95478728	95479568	.	841
9.95491145.95492386	9	95491145	95492386	.	1242
9.95525687.95528517	9	95525687	95528517	.	2831
9.95532298.95533287	9	95532298	95533287	.	990
9.95552872.95553543	9	95552872	95553543	.	672
9.95569615.95572170	9	95569615	95572170	.	2556
9.95639833.95640703	9	95639833	95640703	.	871
9.95709240.95710205	9	95709240	95710205	.	966
9.95719253.95719736	9	95719253	95719736	.	484
9.95725991.95728672	9	95725991	95728672	.	2682
9.95765920.95766604	9	95765920	95766604	.	685
9.95799184.95801016	9	95799184	95801016	.	1833
9.95803116.95804047	9	95803116	95804047	.	932
9.95820245.95821428	9	95820245	95821428	.	1184
9.95821601.95822584	9	95821601	95822584	.	984
9.95826429.95828277	9	95826429	95828277	.	1849
9.95845213.95846284	9	95845213	95846284	.	1072
9.95856321.95861596	9	95856321	95861596	.	5276
9.95870675.95872698	9	95870675	95872698	.	2024
9.95873432.95875158	9	95873432	95875158	.	1727
9.95878368.95879144	9	95878368	95879144	.	777
9.95881420.95883122	9	95881420	95883122	.	1703
9.95889026.95890960	9	95889026	95890960	.	1935
9.95891227.95897860	9	95891227	95897860	.	6634
9.95916569.95917125	9	95916569	95917125	.	557
9.95921944.95922773	9	95921944	95922773	.	830
9.95993491.95994108	9	95993491	95994108	.	618
9.96050473.96051149	9	96050473	96051149	.	677
9.96064238.96065349	9	96064238	96065349	.	1112
9.96108324.96109136	9	96108324	96109136	.	813
9.96212811.96216407	9	96212811	96216407	.	3597
9.96226664.96227403	9	96226664	96227403	.	740
9.96274196.96274965	9	96274196	96274965	.	770
9.96328336.96330120	9	96328336	96330120	.	1785
9.96430928.96433685	9	96430928	96433685	.	2758
9.96434645.96436974	9	96434645	96436974	.	2330
9.96443581.96445154	9	96443581	96445154	.	1574
9.96589413.96590290	9	96589413	96590290	.	878
9.96707573.96708600	9	96707573	96708600	.	1028
9.96720488.96721804	9	96720488	96721804	.	1317
9.96725029.96725820	9	96725029	96725820	.	792
9.96792412.96793589	9	96792412	96793589	.	1178
9.96927853.96929969	9	96927853	96929969	.	2117
9.96975718.96976258	9	96975718	96976258	.	541
9.97021162.97022596	9	97021162	97022596	.	1435
9.97094635.97094997	9	97094635	97094997	.	363
9.97136343.97137856	9	97136343	97137856	.	1514
9.97316362.97317820	9	97316362	97317820	.	1459
9.97338495.97338927	9	97338495	97338927	.	433
9.97365488.97366119	9	97365488	97366119	.	632
9.97370368.97370792	9	97370368	97370792	.	425
9.97385517.97385833	9	97385517	97385833	.	317
9.97401084.97402745	9	97401084	97402745	.	1662
9.97411220.97412198	9	97411220	97412198	.	979
9.97416362.97417229	9	97416362	97417229	.	868
9.97418262.97418983	9	97418262	97418983	.	722
9.97431093.97431704	9	97431093	97431704	.	612
9.97443533.97444177	9	97443533	97444177	.	645
9.97488467.97489611	9	97488467	97489611	.	1145
9.97622772.97623989	9	97622772	97623989	.	1218
9.97767175.97767777	9	97767175	97767777	.	603
9.97780611.97781545	9	97780611	97781545	.	935
9.97807046.97807945	9	97807046	97807945	.	900
9.97810582.97811484	9	97810582	97811484	.	903
9.97853541.97855420	9	97853541	97855420	.	1880
9.97889695.97890256	9	97889695	97890256	.	562
9.97893564.97894091	9	97893564	97894091	.	528
9.97920028.97920383	9	97920028	97920383	.	356
9.97930327.97930838	9	97930327	97930838	.	512
9.98064533.98065368	9	98064533	98065368	.	836
9.98075047.98075853	9	98075047	98075853	.	807
9.98078928.98080408	9	98078928	98080408	.	1481
9.98188644.98189518	9	98188644	98189518	.	875
9.98196149.98197155	9	98196149	98197155	.	1007
9.98223990.98226381	9	98223990	98226381	.	2392
9.98267892.98272232	9	98267892	98272232	.	4341
9.98272652.98274810	9	98272652	98274810	.	2159
9.98636979.98638882	9	98636979	98638882	.	1904
9.98782714.98785536	9	98782714	98785536	.	2823
9.98788105.98789277	9	98788105	98789277	.	1173
9.98823329.98824673	9	98823329	98824673	.	1345
9.98833694.98834215	9	98833694	98834215	.	522
9.98879867.98880374	9	98879867	98880374	.	508
9.98909120.98909817	9	98909120	98909817	.	698
9.98912395.98913252	9	98912395	98913252	.	858
9.98931660.98932121	9	98931660	98932121	.	462
9.98935892.98936608	9	98935892	98936608	.	717
9.98979447.98981092	9	98979447	98981092	.	1646
9.98994638.98995172	9	98994638	98995172	.	535
9.99101968.99102464	9	99101968	99102464	.	497
9.99145364.99146503	9	99145364	99146503	.	1140
9.99175791.99176495	9	99175791	99176495	.	705
9.99179093.99181923	9	99179093	99181923	.	2831
9.99182777.99183814	9	99182777	99183814	.	1038
9.99204224.99204518	9	99204224	99204518	.	295
9.99211740.99213819	9	99211740	99213819	.	2080
9.99328669.99329864	9	99328669	99329864	.	1196
9.99380441.99382860	9	99380441	99382860	.	2420
9.99383096.99384387	9	99383096	99384387	.	1292
9.99408566.99409151	9	99408566	99409151	.	586
9.99416351.99418013	9	99416351	99418013	.	1663
9.99448805.99449696	9	99448805	99449696	.	892
9.99539595.99541082	9	99539595	99541082	.	1488
9.99616092.99617204	9	99616092	99617204	.	1113
9.99618552.99619574	9	99618552	99619574	.	1023
9.99637445.99638678	9	99637445	99638678	.	1234
9.99774898.99776325	9	99774898	99776325	.	1428
9.99800705.99802053	9	99800705	99802053	.	1349
9.99871449.99871752	9	99871449	99871752	.	304
9.99983268.99984884	9	99983268	99984884	.	1617
9.99994543.99994922	9	99994543	99994922	.	380
9.100000088.100001254	9	100000088	100001254	.	1167
9.100033599.100034083	9	100033599	100034083	.	485
9.100055341.100056425	9	100055341	100056425	.	1085
9.100069272.100070062	9	100069272	100070062	.	791
9.100077566.100078175	9	100077566	100078175	.	610
9.100124691.100125692	9	100124691	100125692	.	1002
9.100127803.100129039	9	100127803	100129039	.	1237
9.100148831.100149944	9	100148831	100149944	.	1114
9.100150891.100151733	9	100150891	100151733	.	843
9.100161209.100161919	9	100161209	100161919	.	711
9.100173740.100175522	9	100173740	100175522	.	1783
9.100230839.100231322	9	100230839	100231322	.	484
9.100263461.100265587	9	100263461	100265587	.	2127
9.100323866.100324411	9	100323866	100324411	.	546
9.100336903.100337848	9	100336903	100337848	.	946
9.100360745.100361608	9	100360745	100361608	.	864
9.100394294.100397060	9	100394294	100397060	.	2767
9.100458569.100460151	9	100458569	100460151	.	1583
9.100472628.100473656	9	100472628	100473656	.	1029
9.100503266.100504256	9	100503266	100504256	.	991
9.100565624.100566356	9	100565624	100566356	.	733
9.100615563.100617392	9	100615563	100617392	.	1830
9.100638923.100639652	9	100638923	100639652	.	730
9.100652202.100652737	9	100652202	100652737	.	536
9.100658055.100658607	9	100658055	100658607	.	553
9.100668346.100669601	9	100668346	100669601	.	1256
9.100671107.100671480	9	100671107	100671480	.	374
9.100684119.100685606	9	100684119	100685606	.	1488
9.100685629.100687131	9	100685629	100687131	.	1503
9.100700542.100701037	9	100700542	100701037	.	496
9.100744057.100747900	9	100744057	100747900	.	3844
9.100796930.100797593	9	100796930	100797593	.	664
9.100799608.100800088	9	100799608	100800088	.	481
9.100807447.100808107	9	100807447	100808107	.	661
9.100818254.100820063	9	100818254	100820063	.	1810
9.100836450.100837078	9	100836450	100837078	.	629
9.100843731.100844034	9	100843731	100844034	.	304
9.100849338.100850612	9	100849338	100850612	.	1275
9.100866731.100867120	9	100866731	100867120	.	390
9.100880148.100882015	9	100880148	100882015	.	1868
9.100891279.100892245	9	100891279	100892245	.	967
9.100908190.100909130	9	100908190	100909130	.	941
9.100953465.100956269	9	100953465	100956269	.	2805
9.100967609.100968435	9	100967609	100968435	.	827
9.101010478.101011801	9	101010478	101011801	.	1324
9.101017358.101019067	9	101017358	101019067	.	1710
9.101025970.101026460	9	101025970	101026460	.	491
9.101072933.101073886	9	101072933	101073886	.	954
9.101077557.101078386	9	101077557	101078386	.	830
9.101136935.101137703	9	101136935	101137703	.	769
9.101171800.101172985	9	101171800	101172985	.	1186
9.101298865.101299504	9	101298865	101299504	.	640
9.101337273.101338869	9	101337273	101338869	.	1597
9.101422963.101423107	9	101422963	101423107	.	145
9.101469274.101470259	9	101469274	101470259	.	986
9.101488879.101489433	9	101488879	101489433	.	555
9.101538193.101538420	9	101538193	101538420	.	228
9.101553347.101554121	9	101553347	101554121	.	775
9.101558042.101559647	9	101558042	101559647	.	1606
9.101610569.101611443	9	101610569	101611443	.	875
9.101623148.101623532	9	101623148	101623532	.	385
9.101629206.101630603	9	101629206	101630603	.	1398
9.101678796.101679532	9	101678796	101679532	.	737
9.101685076.101685793	9	101685076	101685793	.	718
9.101687337.101687966	9	101687337	101687966	.	630
9.101736961.101737818	9	101736961	101737818	.	858
9.101751671.101752443	9	101751671	101752443	.	773
9.101755406.101756481	9	101755406	101756481	.	1076
9.101760854.101761755	9	101760854	101761755	.	902
9.101762830.101763425	9	101762830	101763425	.	596
9.101801879.101802697	9	101801879	101802697	.	819
9.101802990.101803831	9	101802990	101803831	.	842
9.101815247.101815840	9	101815247	101815840	.	594
9.101819340.101821032	9	101819340	101821032	.	1693
9.101821365.101822346	9	101821365	101822346	.	982
9.101837408.101838203	9	101837408	101838203	.	796
9.101848121.101849152	9	101848121	101849152	.	1032
9.101854752.101855587	9	101854752	101855587	.	836
9.101866296.101868749	9	101866296	101868749	.	2454
9.101871772.101872091	9	101871772	101872091	.	320
9.101881226.101881815	9	101881226	101881815	.	590
9.101898956.101900153	9	101898956	101900153	.	1198
9.101903078.101903362	9	101903078	101903362	.	285
9.101943598.101944435	9	101943598	101944435	.	838
9.101946745.101947630	9	101946745	101947630	.	886
9.101983442.101985342	9	101983442	101985342	.	1901
9.102007144.102007472	9	102007144	102007472	.	329
9.102028614.102029404	9	102028614	102029404	.	791
9.102118757.102119382	9	102118757	102119382	.	626
9.102130386.102131816	9	102130386	102131816	.	1431
9.102192561.102192949	9	102192561	102192949	.	389
9.102195423.102196504	9	102195423	102196504	.	1082
9.102277354.102277816	9	102277354	102277816	.	463
9.102342180.102342751	9	102342180	102342751	.	572
9.102352863.102353549	9	102352863	102353549	.	687
9.102357948.102358665	9	102357948	102358665	.	718
9.102422461.102423163	9	102422461	102423163	.	703
9.102524678.102525286	9	102524678	102525286	.	609
9.102580845.102587535	9	102580845	102587535	.	6691
9.102587752.102588265	9	102587752	102588265	.	514
9.102668505.102669667	9	102668505	102669667	.	1163
9.102790148.102791000	9	102790148	102791000	.	853
9.102860376.102862581	9	102860376	102862581	.	2206
9.102978264.102978881	9	102978264	102978881	.	618
9.103114112.103115866	9	103114112	103115866	.	1755
9.103173499.103174405	9	103173499	103174405	.	907
9.103188717.103190546	9	103188717	103190546	.	1830
9.103191344.103191921	9	103191344	103191921	.	578
9.103234893.103236652	9	103234893	103236652	.	1760
9.103357704.103358317	9	103357704	103358317	.	614
9.103360771.103361643	9	103360771	103361643	.	873
9.103363190.103364009	9	103363190	103364009	.	820
9.103451663.103452358	9	103451663	103452358	.	696
9.103790597.103791767	9	103790597	103791767	.	1171
9.103881504.103881830	9	103881504	103881830	.	327
9.104073941.104074281	9	104073941	104074281	.	341
9.104160258.104162325	9	104160258	104162325	.	2068
9.104211412.104212146	9	104211412	104212146	.	735
9.104221216.104221872	9	104221216	104221872	.	657
9.104240969.104241639	9	104240969	104241639	.	671
9.104248208.104249931	9	104248208	104249931	.	1724
9.104292204.104292986	9	104292204	104292986	.	783
9.104295435.104296710	9	104295435	104296710	.	1276
9.104347949.104348367	9	104347949	104348367	.	419
9.104467325.104467867	9	104467325	104467867	.	543
9.104999383.104999709	9	104999383	104999709	.	327
9.105799693.105800878	9	105799693	105800878	.	1186
9.106855321.106857434	9	106855321	106857434	.	2114
9.107505672.107506240	9	107505672	107506240	.	569
9.107509148.107511118	9	107509148	107511118	.	1971
9.107525614.107527090	9	107525614	107527090	.	1477
9.107537208.107538402	9	107537208	107538402	.	1195
9.107542512.107542871	9	107542512	107542871	.	360
9.107597165.107598129	9	107597165	107598129	.	965
9.107625338.107626107	9	107625338	107626107	.	770
9.107626851.107627505	9	107626851	107627505	.	655
9.107630528.107632002	9	107630528	107632002	.	1475
9.107665807.107666275	9	107665807	107666275	.	469
9.107671966.107672646	9	107671966	107672646	.	681
9.107688540.107691126	9	107688540	107691126	.	2587
9.107723469.107724139	9	107723469	107724139	.	671
9.107730195.107731402	9	107730195	107731402	.	1208
9.107753014.107754606	9	107753014	107754606	.	1593
9.107754978.107756385	9	107754978	107756385	.	1408
9.107768997.107769963	9	107768997	107769963	.	967
9.107826085.107827528	9	107826085	107827528	.	1444
9.107828601.107829188	9	107828601	107829188	.	588
9.107877340.107878801	9	107877340	107878801	.	1462
9.107889460.107890917	9	107889460	107890917	.	1458
9.107917018.107917887	9	107917018	107917887	.	870
9.107919316.107919917	9	107919316	107919917	.	602
9.107953712.107954520	9	107953712	107954520	.	809
9.108005875.108008292	9	108005875	108008292	.	2418
9.108058431.108060313	9	108058431	108060313	.	1883
9.108061236.108062645	9	108061236	108062645	.	1410
9.108147741.108148107	9	108147741	108148107	.	367
9.108177681.108178074	9	108177681	108178074	.	394
9.108209779.108211226	9	108209779	108211226	.	1448
9.108262505.108263029	9	108262505	108263029	.	525
9.108319911.108321003	9	108319911	108321003	.	1093
9.108418138.108419293	9	108418138	108419293	.	1156
9.108455686.108457894	9	108455686	108457894	.	2209
9.108646060.108646581	9	108646060	108646581	.	522
9.108663584.108664416	9	108663584	108664416	.	833
9.109515145.109515937	9	109515145	109515937	.	793
9.109624510.109627372	9	109624510	109627372	.	2863
9.109655267.109655824	9	109655267	109655824	.	558
9.109683252.109684292	9	109683252	109684292	.	1041
9.109822373.109822763	9	109822373	109822763	.	391
9.109934388.109934734	9	109934388	109934734	.	347
9.109938805.109939622	9	109938805	109939622	.	818
9.109975506.109976366	9	109975506	109976366	.	861
9.110044121.110046708	9	110044121	110046708	.	2588
9.110102672.110104034	9	110102672	110104034	.	1363
9.110184392.110184974	9	110184392	110184974	.	583
9.110187263.110188123	9	110187263	110188123	.	861
9.110227584.110228711	9	110227584	110228711	.	1128
9.110246173.110246842	9	110246173	110246842	.	670
9.110249002.110253756	9	110249002	110253756	.	4755
9.110374250.110375049	9	110374250	110375049	.	800
9.110399324.110400579	9	110399324	110400579	.	1256
9.110401037.110401542	9	110401037	110401542	.	506
9.110436839.110438481	9	110436839	110438481	.	1643
9.110445563.110446761	9	110445563	110446761	.	1199
9.110511974.110512663	9	110511974	110512663	.	690
9.110522634.110523829	9	110522634	110523829	.	1196
9.110536295.110536847	9	110536295	110536847	.	553
9.110546336.110547285	9	110546336	110547285	.	950
9.110629139.110629854	9	110629139	110629854	.	716
9.110636611.110637679	9	110636611	110637679	.	1069
9.110645933.110646464	9	110645933	110646464	.	532
9.110738953.110739471	9	110738953	110739471	.	519
9.110756900.110757564	9	110756900	110757564	.	665
9.110764749.110765501	9	110764749	110765501	.	753
9.110904795.110905476	9	110904795	110905476	.	682
9.110918735.110919235	9	110918735	110919235	.	501
9.110943640.110944109	9	110943640	110944109	.	470
9.111034523.111035078	9	111034523	111035078	.	556
9.111327806.111328495	9	111327806	111328495	.	690
9.111489799.111490421	9	111489799	111490421	.	623
9.111524188.111524351	9	111524188	111524351	.	164
9.111578230.111578873	9	111578230	111578873	.	644
9.111695498.111697438	9	111695498	111697438	.	1941
9.111756780.111757431	9	111756780	111757431	.	652
9.111772734.111773769	9	111772734	111773769	.	1036
9.111774494.111777184	9	111774494	111777184	.	2691
9.111848580.111848952	9	111848580	111848952	.	373
9.111880910.111882834	9	111880910	111882834	.	1925
9.111906177.111906748	9	111906177	111906748	.	572
9.111926144.111926651	9	111926144	111926651	.	508
9.112006756.112007340	9	112006756	112007340	.	585
9.112013488.112014240	9	112013488	112014240	.	753
9.112083095.112083747	9	112083095	112083747	.	653
9.112163852.112164154	9	112163852	112164154	.	303
9.112202176.112203818	9	112202176	112203818	.	1643
9.112230096.112230676	9	112230096	112230676	.	581
9.112231854.112232512	9	112231854	112232512	.	659
9.112282729.112283272	9	112282729	112283272	.	544
9.112541973.112543077	9	112541973	112543077	.	1105
9.112619118.112619526	9	112619118	112619526	.	409
9.112642711.112643060	9	112642711	112643060	.	350
9.112650213.112650535	9	112650213	112650535	.	323
9.112688523.112688855	9	112688523	112688855	.	333
9.112729814.112730767	9	112729814	112730767	.	954
9.112734016.112735089	9	112734016	112735089	.	1074
9.112784106.112784697	9	112784106	112784697	.	592
9.112809747.112812351	9	112809747	112812351	.	2605
9.112826639.112828202	9	112826639	112828202	.	1564
9.112887351.112890491	9	112887351	112890491	.	3141
9.112919008.112919772	9	112919008	112919772	.	765
9.112934815.112935404	9	112934815	112935404	.	590
9.113016955.113020583	9	113016955	113020583	.	3629
9.113091892.113092400	9	113091892	113092400	.	509
9.113340919.113342390	9	113340919	113342390	.	1472
9.113361428.113362075	9	113361428	113362075	.	648
9.113366370.113367111	9	113366370	113367111	.	742
9.113564771.113565085	9	113564771	113565085	.	315
9.113637378.113638018	9	113637378	113638018	.	641
9.113681917.113682497	9	113681917	113682497	.	581
9.113791605.113792056	9	113791605	113792056	.	452
9.113798619.113802094	9	113798619	113802094	.	3476
9.113836626.113837070	9	113836626	113837070	.	445
9.113840426.113841351	9	113840426	113841351	.	926
9.113856492.113858064	9	113856492	113858064	.	1573
9.113871148.113871548	9	113871148	113871548	.	401
9.114016106.114016671	9	114016106	114016671	.	566
9.114244427.114247128	9	114244427	114247128	.	2702
9.114287132.114288629	9	114287132	114288629	.	1498
9.114360154.114362791	9	114360154	114362791	.	2638
9.114392871.114394620	9	114392871	114394620	.	1750
9.114423228.114425144	9	114423228	114425144	.	1917
9.114522210.114522787	9	114522210	114522787	.	578
9.114658364.114660422	9	114658364	114660422	.	2059
9.114688777.114689182	9	114688777	114689182	.	406
9.114774188.114775887	9	114774188	114775887	.	1700
9.114823385.114824222	9	114823385	114824222	.	838
9.114831983.114832401	9	114831983	114832401	.	419
9.114836982.114837464	9	114836982	114837464	.	483
9.114859773.114860846	9	114859773	114860846	.	1074
9.114911479.114912366	9	114911479	114912366	.	888
9.114936027.114938497	9	114936027	114938497	.	2471
9.114942694.114944069	9	114942694	114944069	.	1376
9.115094742.115097056	9	115094742	115097056	.	2315
9.115141029.115143157	9	115141029	115143157	.	2129
9.115248338.115250407	9	115248338	115250407	.	2070
9.115479714.115480994	9	115479714	115480994	.	1281
9.115488974.115489800	9	115488974	115489800	.	827
9.115512296.115514434	9	115512296	115514434	.	2139
9.115555410.115555931	9	115555410	115555931	.	522
9.115571441.115573799	9	115571441	115573799	.	2359
9.115601587.115601903	9	115601587	115601903	.	317
9.115603606.115603993	9	115603606	115603993	.	388
9.115606765.115607430	9	115606765	115607430	.	666
9.115610651.115611416	9	115610651	115611416	.	766
9.115620561.115621687	9	115620561	115621687	.	1127
9.115623360.115624944	9	115623360	115624944	.	1585
9.115625319.115626208	9	115625319	115626208	.	890
9.115628106.115630447	9	115628106	115630447	.	2342
9.115649401.115650311	9	115649401	115650311	.	911
9.115652074.115653559	9	115652074	115653559	.	1486
9.115665314.115665873	9	115665314	115665873	.	560
9.115774134.115774594	9	115774134	115774594	.	461
9.115818507.115819349	9	115818507	115819349	.	843
9.115912806.115915183	9	115912806	115915183	.	2378
9.115916631.115917575	9	115916631	115917575	.	945
9.115917769.115919384	9	115917769	115919384	.	1616
9.115949983.115951089	9	115949983	115951089	.	1107
9.115983025.115985017	9	115983025	115985017	.	1993
9.115995079.115995770	9	115995079	115995770	.	692
9.116017729.116018212	9	116017729	116018212	.	484
9.116036657.116038541	9	116036657	116038541	.	1885
9.116061767.116062679	9	116061767	116062679	.	913
9.116101870.116103132	9	116101870	116103132	.	1263
9.116111499.116113743	9	116111499	116113743	.	2245
9.116138888.116139948	9	116138888	116139948	.	1061
9.116141150.116142498	9	116141150	116142498	.	1349
9.116162991.116164253	9	116162991	116164253	.	1263
9.116169070.116169619	9	116169070	116169619	.	550
9.116171854.116173717	9	116171854	116173717	.	1864
9.116178272.116179090	9	116178272	116179090	.	819
9.116217059.116217981	9	116217059	116217981	.	923
9.116225075.116226399	9	116225075	116226399	.	1325
9.116274224.116275106	9	116274224	116275106	.	883
9.116279194.116280143	9	116279194	116280143	.	950
9.116285029.116287511	9	116285029	116287511	.	2483
9.116303008.116304112	9	116303008	116304112	.	1105
9.116310410.116311636	9	116310410	116311636	.	1227
9.116326493.116328492	9	116326493	116328492	.	2000
9.116340340.116342557	9	116340340	116342557	.	2218
9.116349695.116351043	9	116349695	116351043	.	1349
9.116351316.116352463	9	116351316	116352463	.	1148
9.116353698.116354803	9	116353698	116354803	.	1106
